id,Per. Ingresso,Curso,Forma de Ingresso,Sigla Cota,Escola Pública?,Coeficiente,Sexo,Idade,Situação Atual do Aluno,Período do Aluno,Em que localidade da cidade seu domicílio se encontra?,Necessita de trabalhar durante o curso?,Como pretende se locomover até a UTFPR durante o seu curso?,Motivo que o levou a escolher a UTFPR?,Principal motivo da escolha do curso:
1bhz8k,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 2,Escola Pública,0.1811,M,23,Desistente,1,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
qcob4c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.3244,M,26,Desistente,1,Bairro na periferia da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.
rpbnrf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2513,M,22,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
m117hc,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4844,M,22,Desistente,2,Bairro na periferia da cidade.,Não.,A pé.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.
56gcmx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4077,M,22,Desistente,1,Condomínio residencial fechado.,Não sabe.,A pé.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.
84e6gf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.44,M,26,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.
jy138k,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 2,Escola Pública,0.6201,M,23,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
s+rmyz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.1852,M,22,Desistente,1,Condomínio residencial fechado.,Não sabe.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
woqyxw,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7008,F,29,Desistente,3,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.
qz88dz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.0,F,22,Desistente,1,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
+nt1+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7826,F,21,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o horário adequado.,O curso prepara para uma profissão com bom mercado de trabalho.
1+48dz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.0667,F,21,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",Outro motivo. Qual?
68e6tw,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 4,Escola Pública,0.81,M,22,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.
kte9hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.4141,M,27,Desistente,1,Condomínio residencial fechado.,Não sabe.,Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
w49j38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8289,M,21,Desistente,3,Bairro na região central da cidade.,Não.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.
w978dz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.5007,M,22,Desistente,1,Conjunto habitacional.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
ddiiin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2029,M,22,Desistente,1,Condomínio residencial fechado.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
t1tu+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.5706,M,37,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",Outra forma.,"Na realidade, gostaria de efetuar matrícula em outro curso.",O curso prepara para uma profissão que promete boa renda financeira.
orwwkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.764,M,22,Desistente,4,Condomínio residencial fechado.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
kutmqx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.2111,M,22,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
ot89hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.5215,M,23,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.
bpc+gf,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.5454,M,22,Desistente,3,Conjunto habitacional.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
x+1ukk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.5304,M,25,Desistente,1,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
kioeqx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6509,M,23,Desistente,3,Conjunto habitacional.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
198iin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 2,Escola Pública,0.573,F,22,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.
5sxkdz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.24,M,22,Desistente,1,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
qnakdz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.1507,M,23,Desistente,1,Outro,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
87a9gf,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2144,M,22,Desistente,1,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.
qe7y7c,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.2696,M,23,Desistente,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão que promete boa renda financeira.
ups4in,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 2,Escola Pública,0.0637,M,20,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
558d8f,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0,F,25,Desistente,1,Conjunto habitacional.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.
i87p38,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0178,M,21,Desistente,1,Condomínio residencial fechado.,Não sabe.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
afzpqx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.0,M,22,Desistente,1,Bairro na periferia da cidade.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.
ez4pqx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0,M,21,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.
rmx4in,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 2,Escola Pública,0.2274,M,22,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.
8j5cqx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2637,M,22,Desistente,1,Bairro na região central da cidade.,Não sabe.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
ifjx38,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4589,M,25,Desistente,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
w1no38,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.1477,M,24,Desistente,1,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
7smf8f,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.4226,M,32,Desistente,1,Bairro na região central da cidade.,Não sabe.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
he8r8f,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4384,M,21,Desistente,2,Conjunto habitacional.,Não.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
bxp3kk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.4137,M,21,Desistente,2,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
94+4in,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.4819,M,29,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.
a54z+t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.7533,F,20,Desistente,2,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
zsxz+t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3106,M,21,Desistente,1,Bairro na periferia da cidade.,Não sabe.,Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
r4kr8f,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5878,M,21,Desistente,4,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
zf7p38,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 3,Escola Pública,0.5803,M,28,Desistente,1,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
15dx38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0,M,21,Desistente,1,Condomínio residencial fechado.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,Outro motivo. Qual?
xyypdz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0,M,22,Desistente,1,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.
g7+cdz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.0,M,44,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
yrkn1w,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Categoria 1,Escola Pública,0.0075,M,23,Desistente,1,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.
